,text,source
6493,I want to panic,TWEET_EVAL_SENT
6494," ah, I`m so sorry it  I played a game of PSP with my friend tonight, and returned a while ago.",TWEET_EVAL_SENT
6495,: Chillin` at home-watching a movie on tv & making some 'healthified' streusel coffee cake.,TWEET_EVAL_SENT
6496,all these follow fridays make me feel really unpopular,TWEET_EVAL_SENT
6497,"i know i have lots of comments to return but i have been really busy  i`ll get round to it guys, sorry",TWEET_EVAL_SENT
6498,Because you`re everything to me DEMI LOVATO,TWEET_EVAL_SENT
6499,i am bored. :| any idea`s of a nice site?,TWEET_EVAL_SENT
6500," Its because I put radio 4 on by mistake..I`ll have a cup of tea and a shower, then I`m sure all will fine and dandy, thanks",TWEET_EVAL_SENT
6501,Went and saw Fighting last night with the best friend. It wasn`t all that great but Channing Tatum is amazing!,TWEET_EVAL_SENT
6502," Well there`s you, another Twiiter person...erm...difficult to say really...   Let`s just say that you could fit all into a minibus!",TWEET_EVAL_SENT
6503, Wish you were coming to Australia & New Zealand with the Sticky Tour Ant,TWEET_EVAL_SENT
6504,thinks his haircut isnt as bad as it looked yesterday.....  - still bad tho!,TWEET_EVAL_SENT
6505,on the london eye. Awesome but feel a bit sick. Madame Tussaud`s next,TWEET_EVAL_SENT
6506, No star replies to me,TWEET_EVAL_SENT
6507,"thx for all the nice 'it`s going to be alright' mails ... and yes, of course you can leave a comment on my blog ! cheers, i ll be napping",TWEET_EVAL_SENT
6508, It depends if you are having fun or not...,TWEET_EVAL_SENT
6509,God **** you Twitter!!!!!!!!!!!!!! Stop eating my undeleted DMs!!!!!!!!!!!!!!!!!!!!!!!!!!,TWEET_EVAL_SENT
6510,Bummed out I am missing a rock climbing trip next week,TWEET_EVAL_SENT
6511, Soooo happy your back!,TWEET_EVAL_SENT
6512," I do too, but not heavy rain, which we`ve had 4 more than a wk.",TWEET_EVAL_SENT
6513, never a relaxing weekend for the allahpundit,TWEET_EVAL_SENT
6514, Thank you! I hope you have a great rest of your day! Have you had your afternoon coffee yet?,TWEET_EVAL_SENT
6515," Nako! Umuulan pa naman!  Anyway, enjoy the bike rides!",TWEET_EVAL_SENT
6516,i have a yucky burn,TWEET_EVAL_SENT
6517,"So, I finally got my but on Twitter. Let`s hope I make good use of this site",TWEET_EVAL_SENT
6518,i`m kinda sad of being alone all the time i miss my brother  and my friends suck i mean no one has even called me in 2 weeks,TWEET_EVAL_SENT
6519,is awake and does not want to go to work...,TWEET_EVAL_SENT
6520,Drinks && din w/ Amy and Lori,TWEET_EVAL_SENT
6521, :o exams. YUCK    that will be hectic!,TWEET_EVAL_SENT
6522,"Life is over! Just went to get tickets for all time low, sold out  anyone got spares or wanna sell me theirs?",TWEET_EVAL_SENT
6523, very much much much mash!!!! more please,TWEET_EVAL_SENT
6524," ooow those look painful, poor bb",TWEET_EVAL_SENT
6525,Late news then it`s off for some much needed zzzzzzz.......Goodnight Tweets.,TWEET_EVAL_SENT
6526," aw, that`s cute",TWEET_EVAL_SENT
6527, Thanks hun! Next time we`ll all go again,TWEET_EVAL_SENT
6528,I finished  `s Zombie Chronicles a few days ago. It was bittersweet. Now I need something new for the gym,TWEET_EVAL_SENT
6529,converting the Armin Only - Imagine concert for my iPhone... fun fun,TWEET_EVAL_SENT
6530,"so the Today show still hasn`t gotten in touch with me, i wish they would so i can take my friends and myself to the NKOTB show",TWEET_EVAL_SENT
6531,"greek season two, i love this show.",TWEET_EVAL_SENT
6532, hopefully I`ll get to see HTB next week and LA really soon!! Can`t wait!!!,TWEET_EVAL_SENT
6533," I read for pure escapism. Don`t make me think, take me away  non-fiction tends not to achieve that, for some strange reason",TWEET_EVAL_SENT
6534,Where is my bestie when i need him ,TWEET_EVAL_SENT
6535,THiNKiNG 0f HiM  <3,TWEET_EVAL_SENT
6536," Poor Buddy, being teased by mini puggy  I think what you need is a #PUGHUG",TWEET_EVAL_SENT
6537, Hey Sherri! Thanx 4 da messages Wondering if u could follow me? Plzzzz,TWEET_EVAL_SENT
6538,"this laptop is going to die, its not working!",TWEET_EVAL_SENT
6539, oh that was said perez,TWEET_EVAL_SENT
6540,Fixed my favourites. $180 and the heels fell off after 4 wears,TWEET_EVAL_SENT
6541," that`s the prob, no idea how to meet guys. Met all my exs online & now I`ve dated that pool dry",TWEET_EVAL_SENT
6542,: yes  and ily,TWEET_EVAL_SENT
6543,paris 2moro!! i have to pack...ill wake up at 8  yes: dance lesson at 9 !!,TWEET_EVAL_SENT
6544,and now! ITS #starwarsday!!!! To celebrate i should watch some star wars  - Richard,TWEET_EVAL_SENT
6545, noooooooooo my parrents found my stash,TWEET_EVAL_SENT
6546, hehe i will never thorw out these shoes  i`m listening to varsity fanclub surprise surprise  sway sway baby is awesome,TWEET_EVAL_SENT
6547,Geography papers are so boring!  I hate revision!,TWEET_EVAL_SENT
6548,Whew! Moving commercial-sized freezer and cooler a lot more work than I expected. Missing the HTC roundtable,TWEET_EVAL_SENT
6549, i couldn`t **** sleep today either. it was hard for me to stay asleep for some reason,TWEET_EVAL_SENT
6550,im home!  videoke at Funtime.. yey! got loads of tickets! nyahahaha!,TWEET_EVAL_SENT
6551,okay im happy again  i watched the second episode of jonas on youtube. i think tomorrow my family is going to olive garden for mothers day,TWEET_EVAL_SENT
6552, Good afternoon Jonas Brothers  x,TWEET_EVAL_SENT
6553, Happy Mother`s Day! I hope you have an awesome day...and a good rest of the night,TWEET_EVAL_SENT
6554,"Right, is too glorious a day to be sat inside....must go and do something more active! Have a good day all",TWEET_EVAL_SENT
6555,ONE OF THE WORST DAYS OF MY LIFE.,TWEET_EVAL_SENT
6556,I feel like poop. I hate being sick,TWEET_EVAL_SENT
6557, Yay! Lets welcome Mrs Mcnugget to twitterverse!,TWEET_EVAL_SENT
6558,I am sad today,TWEET_EVAL_SENT
6559,trying to figure this twitter thing out!   I`m quite excited about it,TWEET_EVAL_SENT
6560, wasssup cocoliciousness!!! I knew u didn`t recognize me!  how`s ur daughter?,TWEET_EVAL_SENT
6561, aaa new follower! hiii,TWEET_EVAL_SENT
6562, I am now cleaning,TWEET_EVAL_SENT
6563, diggin` your moustachio! Looking good daddio!,TWEET_EVAL_SENT
6564,Hey there! It`s a glorious morning! Monday`s animation mode: ON!,TWEET_EVAL_SENT
6565,assumes it wasnt so taboo to start an email with 'LOL' considering that the reply it got started with 'ROFL. PWN3D.' I love the internet!,TWEET_EVAL_SENT
6566,"Oh, ew. That`s too bad - after not using this certain lip gloss for a long time I just tried to wear it - literally making my lips burn.",TWEET_EVAL_SENT
6567,"  I`ve already done my washing, I have a spring in my step this morning",TWEET_EVAL_SENT
6568, thanks for agreeing with me,TWEET_EVAL_SENT
6569, Prefer 80`s singstar. I know all the words!,TWEET_EVAL_SENT
6570, haha best thing about office birthdays hey,TWEET_EVAL_SENT
6571,I hate the dryer.,TWEET_EVAL_SENT
6572,NEED SUMTHING FOR THIS EXCRUCIATING HEADACHE,TWEET_EVAL_SENT
6573, I really don`t want to send it over this site....it`s kinds private...,TWEET_EVAL_SENT
6574,Bon Voyage birthday Brother @ Mccarran! cyah again vegas in july. havent slept yet & class @ 1  .. such a fun weekend,TWEET_EVAL_SENT
6575,i am leaving soon for Kansas City to take some of my stuff. Only 8 days of living in Carthage left.,TWEET_EVAL_SENT
6576,Good Morning and Happy Mothers Day everyone,TWEET_EVAL_SENT
6577, I saw an all red Audi on the highway. I sped uo to it hoping it was you. My loss,TWEET_EVAL_SENT
6578,  We`ll miss you  #Sixx?,TWEET_EVAL_SENT
6579,BWAHAHAHAHA! Shut the **** up...  is TOTES following me right now! Who made the account? Made me giggle like a school girl!,TWEET_EVAL_SENT
6580," - u aint lost me, i`m right here",TWEET_EVAL_SENT
6581,"Im soo happy Kellz is back from TN, we bout hang out  all the time",TWEET_EVAL_SENT
6582, *fretful look* Okay. But I think it`s mumbling something. It`s a bit muffled under the hat but it sounds like 'I need Lactose'.,TWEET_EVAL_SENT
6583,is working it out allll day long.,TWEET_EVAL_SENT
6584, what do i have? lots of stuff.,TWEET_EVAL_SENT
6585, omg!! I`m tweeting sooo late sorry I miss u 2 good times ...NO I didn`t marry him still great friends,TWEET_EVAL_SENT
6586, p.s. There is such thing as having too much sushi! Bleeeeah!,TWEET_EVAL_SENT
6587,Great first impressions about the little netbook- they only downside is there is no access hatch to upgrade the RAM,TWEET_EVAL_SENT
6588,"No more pizza for Jamie? wtg  http://bit.ly/DVSCA (Britains got talent, sure has.)",TWEET_EVAL_SENT
6589,Happy Mother`s Dayyyy. Love you mummyyyyyyyy,TWEET_EVAL_SENT
6590,Decode by Paramore is a great song... Love it...,TWEET_EVAL_SENT
6591, i thought it was just me that was like really hot. My room is too hot to sleep in,TWEET_EVAL_SENT
6592,Heading home. Could really have done without banging my head on the way into the bus,TWEET_EVAL_SENT
6593,_m except im on site near the airport on Dixon!  i have a lil #starbucks gps in my head hehe,TWEET_EVAL_SENT
6594,NGH episode 28 is out! check it out!,TWEET_EVAL_SENT
6595,yeah its Friday! I thought my sis was coming into town turns out she is not!!  so sad! i miss my babies!!!,TWEET_EVAL_SENT
6596,"Up and at em... got a big To Do List for today, and hubby has to work   But then weekend is going to be just us... I think!",TWEET_EVAL_SENT
6597, IN Filipino if u say 'Nakuh grabeh!' it`s like sayin OMG,TWEET_EVAL_SENT
6598,I`m SAD SAD SAD!!! thought my aunty Stina coming but no more  i was so looking forward to having family..i miss dat! i`m alone on maui,TWEET_EVAL_SENT
6599, yup slowly recovering. it sucks that i can`t eat the stuff i`m craving right now. my gums can`t take it. how was your trip?,TWEET_EVAL_SENT
6600,jason! bend over so i can hit it from the back,TWEET_EVAL_SENT
6601,getting bored of walking up and down the stairs,TWEET_EVAL_SENT
6602,I`m havin the stupid stomach pain again & again... Today is my outing with SPH frenz & my stomach nvr fails to dissappoint me. Haiz,TWEET_EVAL_SENT
6603, That version is not compatible with Vista.,TWEET_EVAL_SENT
6604, yes! it definitely paid off ... thanks 4 the advice,TWEET_EVAL_SENT
6605, i`m still crossing my fingers for a fun group,TWEET_EVAL_SENT
6606," i hope that happens tomorrow, then ill be there ;) (Providing my dad gets better to take me  )",TWEET_EVAL_SENT
6607, omg wtf why is there a **** site following me?!,TWEET_EVAL_SENT
6608,On my way to CP.. Got some work there.,TWEET_EVAL_SENT
6609,wow what a lovely day! Shame i have to clean my room,TWEET_EVAL_SENT
6610,is going home... I`ve seriously had enough,TWEET_EVAL_SENT
6611,Getting one of our field vehicles cleaned. Looks like our action hero governor wants to give me another furlough day. How nice of him,TWEET_EVAL_SENT
6612, Same to your mom too pril,TWEET_EVAL_SENT
6613,"I get another pack of geography test, so I have to correct it on the weekend.",TWEET_EVAL_SENT
6614, ooo enjoy  and thanks for looking out for ours,TWEET_EVAL_SENT
6615,Gonna miss my gurl while shes on her honeymoon,TWEET_EVAL_SENT
6616,"kid`s class is going on field trip today ~ and for once, I was smart enough to not volunteer to help!",TWEET_EVAL_SENT
6617, http://twitpic.com/4vp3x - *swoon* Nick looks so cute when he is serious  *faints*,TWEET_EVAL_SENT
6618,Geometry is so **** boring.  waste of time.. 20 more minutes left,TWEET_EVAL_SENT
6619,What happened to my early night? Am about to turn into a pumpkin,TWEET_EVAL_SENT
6620,Just got done working out....relaxing than off to work,TWEET_EVAL_SENT
6621," now I know why it didn`t work, just not too keen on paying though for a 2ndary social network",TWEET_EVAL_SENT
6622, Lovely profile + website! Very neat... love the 'where is gary' ticker!,TWEET_EVAL_SENT
6623, - NOT A HEAP HEY. JUST BOUT TU HIT THE SACK. ITS 1.15AM HERE. I NEED SOMEONE TU CUDDLE. SUCKS  WBU.? X,TWEET_EVAL_SENT
6624, work at 6am. Gotta go to bed soon,TWEET_EVAL_SENT
6625, Haha! Thanks! It`s the inane grin from grading. Some students have been really fascinating this semester,TWEET_EVAL_SENT
6626," Ha, if i was , I would be pointing out the irony of that last spelling mistake. With swearing.",TWEET_EVAL_SENT
6627,"twitters from her seat in the exam hall! it starts in 15mins. pray for seat 299 in MPSH1-A to be blessed, oh and for wisdom to flow.  whee",TWEET_EVAL_SENT
6628, Maybe it had a hot date with a nice little Cesna.,TWEET_EVAL_SENT
6629,just had KFC,TWEET_EVAL_SENT
6630," There will be NO vidoe evidence!  I can`t wait, though. Now I just need 2 find a regular partner if I end up loving it!",TWEET_EVAL_SENT
6631,i want to cry,TWEET_EVAL_SENT
6632,What a beautiful day! Going to edit Lisa Maxwell interview from her last day at The Bill now. Shame I can`t see my laptop screen outside,TWEET_EVAL_SENT
6633,I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like,TWEET_EVAL_SENT
6634, me me me!  lol,TWEET_EVAL_SENT
6635,"_4 Morning, just checking you can still find your Twhirl",TWEET_EVAL_SENT
6636, It`s NOT good.  1 of our directors said we could go home and the other said back to work  boo! It was good while it lasted.,TWEET_EVAL_SENT
6637,Wheres my phone ?!,TWEET_EVAL_SENT
6638,i miss you tooooo  you arent too far! *A*,TWEET_EVAL_SENT
6639, for me they`re not,TWEET_EVAL_SENT
6640, audiotistic! sneak your little butt in,TWEET_EVAL_SENT
6641,watching  on SNL,TWEET_EVAL_SENT
6642,feelin nice after this bottle of bacardi,TWEET_EVAL_SENT
6643,_blache Night! Doze well.,TWEET_EVAL_SENT
6644,"Hey guys, this is group for people who belong to 'Pune Institute of Compute Technology' college, Pune   via http://twibes.com/group/PICT",TWEET_EVAL_SENT
6645,"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",TWEET_EVAL_SENT
6646,i`m so tired,TWEET_EVAL_SENT
6647," your mom, actually",TWEET_EVAL_SENT
6648,"John, are you sure we aren`t mtb?",TWEET_EVAL_SENT
6649, haha i wish i could! I look like a little boy now,TWEET_EVAL_SENT
6650,Morning! Bank Holiday Monday and the sun has gone - typical! Hospital for knee at 2:30 and then training at 6. Another  bust day,TWEET_EVAL_SENT
6651,"OMG, it`s JULY`S LAST DAY!",TWEET_EVAL_SENT
6652,"  Thanks for the link, ive voted & i`ll send that out too.",TWEET_EVAL_SENT
6653,Art History Quiz...  I didn`t study,TWEET_EVAL_SENT
6654," Correction: 'facetious' not 'sarcastic.' Apologies.  Oh, and happy Mother`s Day!",TWEET_EVAL_SENT
6655,should have started working on this lecture MUCH earlier  using tag clouds from google news to explain basics of content analysis...,TWEET_EVAL_SENT
6656, it was apparently a request by the guests,TWEET_EVAL_SENT
6657,hoping it will rain again because it`s sooo warm,TWEET_EVAL_SENT
6658,Can`t sleep but is happy that the Fugees are keeping him company,TWEET_EVAL_SENT
6659, majorspoilers.com has problems - cannot get the site working,TWEET_EVAL_SENT
6660,is online shopping...fantastic,TWEET_EVAL_SENT
6661, also just spoke to my <3...              ï¿½tearï¿½,TWEET_EVAL_SENT
6662,Having a wonderful piece of cake for lunch - what else could I want???,TWEET_EVAL_SENT
6663,Senior`s last day.,TWEET_EVAL_SENT
6664,on youtube watching taylor on the today show wish i was there !,TWEET_EVAL_SENT
6665,Home. Don`t think i`ll wake up at 5. :-p I had set an alarm for 6 in the kids` room & forgot to turn it off. I feel bad about that.,TWEET_EVAL_SENT
6666,"If you keep up with the 140 character limitation, you will soon be writing more like Shakespeare, than a garrulous fourth-grade scribe.",TWEET_EVAL_SENT
6667, saying goodbye to something familiar never becomes familiar,TWEET_EVAL_SENT
6668,"At the doctor`s office, waiting for Dr. Sufka to see me. Tired of being sick  hope everyone else is having better Friday than me.",TWEET_EVAL_SENT
6669, my monday starts on friday  but @ least I only work 4 days a week (long days),TWEET_EVAL_SENT
6670,feels slightly better but **** i sure do miss him.....he`s going to be so hard to get over......  i messed it up ...donuts=comfort,TWEET_EVAL_SENT
6671,Thinks its gonna rain,TWEET_EVAL_SENT
6672,"RP : RP : RP : My crack...--Here`s mine. ?----  I just threw up in my mouth lil bit--It`s my legs, LOL.",TWEET_EVAL_SENT
6673,"You make me smile....it will get better, you have to believe that",TWEET_EVAL_SENT
6674,Morning. I closed out EUR/JPY 132.25  @ 132.00 and place a stop @ 130.55 @ 131.55. That 132.25 was executed while i was asleep,TWEET_EVAL_SENT
6675, Awww my lovies! Yes I love it all.  And I`m totally finishing my buffalo sammich after a few hits off the new bongie. <3,TWEET_EVAL_SENT
6676,"What to do this weekend, what to do. Don`t think I`ll be making it to Michigan for The Wonder Years.",TWEET_EVAL_SENT
6677, go for the 1 that you want to go to most? my bro had to switch when he did his 1st time  it`s www.direct.gov.uk/studentfinance :],TWEET_EVAL_SENT
6678, I might give it another go.,TWEET_EVAL_SENT
6679,Twitter has been foking up for me today arg!  1 and 1/2 hours of work till the weekend! Woooooo,TWEET_EVAL_SENT
6680,welcomes my nephew to the christian world.,TWEET_EVAL_SENT
6681,"Rain finally arriving, drat. Guess this means we`ll have to picnic in the living room instead of at WolfTrap tonite.",TWEET_EVAL_SENT
6682,Got an appt. w/ the doctor at 4pm today to look at these 'bites'. Hoping it isn`t an infection. I need more powerful anti-itch cream.,TWEET_EVAL_SENT
6683, the happiest place on earth  j`adore,TWEET_EVAL_SENT
6684, ok... maybe not angry... just with very little sense,TWEET_EVAL_SENT
6685,Just saw a land rover pull into the school parking lot and thought it was spencer,TWEET_EVAL_SENT
6686, ooh ouch!   lovely weather but ****! cover up sugar! x,TWEET_EVAL_SENT
6687, Not a prob hun,TWEET_EVAL_SENT
6688,Is working allll weeekend,TWEET_EVAL_SENT
6689,I think I`m gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy,TWEET_EVAL_SENT
6690,Was going to Grandpa`s place for lunch to celebrate his 88th.  Just found out it`s changed to a Chinese buffet  Bringing Gas-x!,TWEET_EVAL_SENT
6691,i`ll do follow friday a little later on...i`m busy taking over this lady`s job.,TWEET_EVAL_SENT
6692,No one is bringing snacks,TWEET_EVAL_SENT
6693, just hope the tunnel is wide enough that you can get out of the way!,TWEET_EVAL_SENT
6694,Baking cakes with my Momma! ),TWEET_EVAL_SENT
6695,stuck in stupid Jeuno with flag up.  Wish I was in Windy fishing,TWEET_EVAL_SENT
6696,"good day to all of you!! Another lindy day today! Level A, B, FREE tester at 20:00 (Olympiou Diamanti 25, 6th floor, Thessaloniki) !!",TWEET_EVAL_SENT
6697,watching snl with my ucsd girls and laughing about twitter/blackberry jokes  thought i`d tweet that.,TWEET_EVAL_SENT
6698, I agree! && I like the new pic!,TWEET_EVAL_SENT
6699,Is off to get some dinner,TWEET_EVAL_SENT
6700,On my way home...then SLEEP! Seeing Amber Pacific tomorow with the besties,TWEET_EVAL_SENT
6701,Had a brill night out with the girls - met terry christian at tv21! He was really lovely. Home to berocca and toast,TWEET_EVAL_SENT
6702," heh, i meant differences between b3 and b4",TWEET_EVAL_SENT
6703," then how come I`m not uber successful?  I`m not making the same mistakes, I`m making entirely new ones!",TWEET_EVAL_SENT
6704,Catching up on 2 weeks of LOST and Grey`s!!    House is quiet again.,TWEET_EVAL_SENT
6705,if not impossible,TWEET_EVAL_SENT
6706, Thanks! I was gonna make a joke and say they look just like mine!,TWEET_EVAL_SENT
6707,Where did everyone go?? boo got no-one to twitter on to now  Wonder if I can con some innocent un-suspecting people into talking to me??,TWEET_EVAL_SENT
6708, Missed you last night hon,TWEET_EVAL_SENT
6709,i have such a hard time talking to new people -  I am pretty sure I didn`t make a good impression.....,TWEET_EVAL_SENT
6710,I have a belly ache...,TWEET_EVAL_SENT
6711," no, im a people pleaser",TWEET_EVAL_SENT
6712,Mock AP Chemistry exam today! Then to Central Park!  Is there gonna be a AP Chem v. AP Bio tournament?!,TWEET_EVAL_SENT
6713,Stupid Twitter - now I`m faceless ...,TWEET_EVAL_SENT
6714, It`s pretty perfect eh! Yes We Cannabis!  I saw some of those signs at the Global Marijuana March too.,TWEET_EVAL_SENT
6715, wow! you`ve been tweeting all night!! looks like you totally made up for the day,TWEET_EVAL_SENT
6716,"Watching Twilight again  !!! <3 I`m watching the Audio Commentary, it`s sooo funny ;)",TWEET_EVAL_SENT
6717,  it wont let me vote even tho im signed in,TWEET_EVAL_SENT
6718,good morning to everyone,TWEET_EVAL_SENT
6719, I know! But I still want to see it,TWEET_EVAL_SENT
6720,just made DIY acid wash shorts! can`t wait to see what they look like,TWEET_EVAL_SENT
6721,... that`s all,TWEET_EVAL_SENT
6722,Nothing like yoga to clear the mind and make you realize how crappy things really are,TWEET_EVAL_SENT
6723," yeah, i`m so excited.",TWEET_EVAL_SENT
6724,_Thomas ahhhh probably will...not good  u been Dubai before??,TWEET_EVAL_SENT
6725,Got three shots today.   I can`t lift my arms...,TWEET_EVAL_SENT
6726, Lame remarks like 'I wonder if they like blondes in NZ'.  Umm...only if you have to ask.,TWEET_EVAL_SENT
6727,says np- Because of You -- Ne-Yo  (music) http://plurk.com/p/svm3r,TWEET_EVAL_SENT
6728,      You`ll be missed!!  Bring me back  a keychain!,TWEET_EVAL_SENT
6729,i`m not ready for tomorrow`s competition!,TWEET_EVAL_SENT
6730, Wanna come with?  Before we go to Myka`s party.,TWEET_EVAL_SENT
6731, I WANT YOU ALL HERE WITH ME TOO! Ya`l shoulve gone with RM!,TWEET_EVAL_SENT
6732, they tried to take me 2 jail sissy  apparently i have a warrant in agg town (yeah shocked the hell outta me 2)lmao yeah right,TWEET_EVAL_SENT
6733, lady thinks shes watching scrubs... delusional.  shes bailing on our plans,TWEET_EVAL_SENT
6734, Lol Only if you make me that cookie.  I`ll hit you up.,TWEET_EVAL_SENT
6735,"_x when my brother is 18, i will have moved!",TWEET_EVAL_SENT
6736,"I think Tania is too cute, too nice  I love her! <3",TWEET_EVAL_SENT
6737,my monitor won`t turn on. This can only be the work of my mother.,TWEET_EVAL_SENT
6738,Bank holiday  Off to the station now. Catch you all later.,TWEET_EVAL_SENT
6739, ME! I wanted to go.,TWEET_EVAL_SENT
6740,Good night everyone...... Time to go mimmiz......,TWEET_EVAL_SENT
6741, You know what they say about great minds...,TWEET_EVAL_SENT
6742,  what`s wrong with debbie?,TWEET_EVAL_SENT
6743,Done a bump out and now back in bed seemingly unable to muster the energy to get up again  Sundays are great.,TWEET_EVAL_SENT
6744,"Getting Emilie in half an hour, should get up.... Have a nice day all! Talk later I hope",TWEET_EVAL_SENT
6745, Oh THOSE messages. Probably not,TWEET_EVAL_SENT
6746,is a bit tired. I blame the rain.  http://plurk.com/p/x2jc9,TWEET_EVAL_SENT
6747,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.,TWEET_EVAL_SENT
6748," Yes, people skills and social manners are quite nice.  If you a few billion, guess you need MORE love to gently guide you.",TWEET_EVAL_SENT
6749,i really want a blackberry  my sidekick is hella wack. night,TWEET_EVAL_SENT
6750,": Geez, a cool man like him be the villains. Too bad",TWEET_EVAL_SENT
6751, very familiar.....sorry you`re feeling that way,TWEET_EVAL_SENT
6752, I won`t leave you alone until you accept my appology,TWEET_EVAL_SENT
6753, I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today,TWEET_EVAL_SENT
6754,"I miss my closest freind,Shirley, She went to France for the summer  I miss you Shirley!!!!",TWEET_EVAL_SENT
6755,_Jolene Try 90 4 next 3 days!  :O  Yuk!    lol  n e thing poppin` @ SN?,TWEET_EVAL_SENT
6756, .. did you have to bust a cap? tell me you had to bust a cap for Jesus!,TWEET_EVAL_SENT
6757,Will be back in Dallas tomorrow.,TWEET_EVAL_SENT
6758,  Maybe next time. Can`t be away this weekend as much as I`d like to jump in the car and go. ::pout::,TWEET_EVAL_SENT
6759,  ya i can never watch any of them :l,TWEET_EVAL_SENT
6760," Good luck with your breakfast search. But here in the US, I have to go to bed. lol. Goodnight David.",TWEET_EVAL_SENT
6761, Or your mobile doesn`t like me,TWEET_EVAL_SENT
6762, looking forward to the show tonight. Can`t wait for ol mate  to,TWEET_EVAL_SENT
6763,"After a week staying with my Grandmother, I`m home in Lopatcong. . Can start my new book tonight.   http://twitpic.com/4w1s0",TWEET_EVAL_SENT
6764,Nearly grand prix time,TWEET_EVAL_SENT
6765, Tshwane wants double rates but try and phone to get service - endless loop #fail,TWEET_EVAL_SENT
6766, i honestly hope the theatre gets hit by a meteor before you get there,TWEET_EVAL_SENT
6767,"thanks to the forever 21 curse that makes you spend 3 hours there everytime you go in, i couldnt go tanning today",TWEET_EVAL_SENT
6768,falling asleep and waking to gun shots arent fun,TWEET_EVAL_SENT
6769,Oh no!  Nighty night.,TWEET_EVAL_SENT
6770, feeling any better hon?,TWEET_EVAL_SENT
6771, Ouchies. Sorry to hear it  Are you going to get it checked out?,TWEET_EVAL_SENT
6772,SWAY SWAY BABY zommgg love it  need more screamo tho boys,TWEET_EVAL_SENT
6773,was gonna go to my brothers show but still feeling like poo :**(,TWEET_EVAL_SENT
6774, I couldn`t get used to the columns in tweetdeck.  There was only room for 4 or 5 columns on my macbook.,TWEET_EVAL_SENT
6775,so...i really want to be home right now.,TWEET_EVAL_SENT
6776, any chance at getting to see this?  I can be there within an hour,TWEET_EVAL_SENT
6777, Time to reissue all  albums on vinyl!  yesss! that would be fab! fab! fab!,TWEET_EVAL_SENT
6778," Wow, thats quite the trip!",TWEET_EVAL_SENT
6779,DANG! I just ran over a bunny on the way home.  Why do I feel so bad? And Why do I have more compassion for animals than I do humans?,TWEET_EVAL_SENT
6780,"Off work, trying to relax for about 30 mins before I`ve gotta go back to sleep",TWEET_EVAL_SENT
6781,LMAO! listening to the great Bob Marley!  Wow hes so awesome,TWEET_EVAL_SENT
6782,"Ugh, I feel like ****-- gonna call out of my classes today  hope it doesnt affect my grade",TWEET_EVAL_SENT
6783,10 minutes to boarding; 14 hours to home. no window seat,TWEET_EVAL_SENT
6784,Buongiorno !!! woke up and of for my Italian lunch,TWEET_EVAL_SENT
6785, wasnt it sad?  was the 3d good?,TWEET_EVAL_SENT
6786,"If you yelled for 8 years, 7 months and 6 days, you would have produced enough sound energy to heat one cup of coffee.",TWEET_EVAL_SENT
6787,Can`t wait to go to bed,TWEET_EVAL_SENT
6788,This is why I got best dressed,TWEET_EVAL_SENT
6789," the music in the trailer was terrible imo, cheesy handbag house. I was expecting some dnb or hard house",TWEET_EVAL_SENT
6790,happy mother`s daaaaaaaaay,TWEET_EVAL_SENT
6791,10 out of 40 done... everyone is going to be home drinking beer starting next week,TWEET_EVAL_SENT
6792,"Yup, I`m pretty sure summer could not have started off any better than the one this year",TWEET_EVAL_SENT
6793,couldn`t resist ? http://blip.fm/~5z7v3,TWEET_EVAL_SENT
6794," FML dad didnt leave me any moneyz, so i have 2 wait till he gets home   call me when you finish work?",TWEET_EVAL_SENT
6795,so bored without a camera,TWEET_EVAL_SENT
6796,NOOOO!!!  'thehannabeth: i have a crush... ;)',TWEET_EVAL_SENT
6797,IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,TWEET_EVAL_SENT
6798,what a wonderful day...i am going to sleep so well tonight,TWEET_EVAL_SENT
6799,"Just hangin out at home, watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha",TWEET_EVAL_SENT
6800, while you awake ?,TWEET_EVAL_SENT
6801,Mmmm holiday commercials really ARE nice,TWEET_EVAL_SENT
6802,BREAKING NEWS: GM shares are currently trading below $1.00 at only $.88 per share!!,TWEET_EVAL_SENT
6803,already crying and the movie only started like 15mins ago,TWEET_EVAL_SENT
6804," Mmmm, I had honey mustard chicken w/ rice & veges",TWEET_EVAL_SENT
6805, You win ... SIGH Rakeem,TWEET_EVAL_SENT
6806,It rains and it sucks so much because it`s the second day in a row,TWEET_EVAL_SENT
6807,  what`s that? The sun? No sign here,TWEET_EVAL_SENT
6808,Spendin time with ant before he`s gone for the night,TWEET_EVAL_SENT
6809,"sorry paul scheuring, but prison break series finale sucked... in so many levels",TWEET_EVAL_SENT
6810,i cooked breakfast for my mom  HAPPY,TWEET_EVAL_SENT
